Drug,Metabolite,Change,Increased,Decreased,Description
Etomidate,17 alpha-hydroxyprogesterone,increased,1,0,Etomidate increases the level of 17 alpha-hydroxyprogesterone in the blood
Etomidate,11-deoxycortisol,increased,1,0,Etomidate increases the level of 11-deoxycortisol in the blood
Etomidate,Cortisol,increased,1,0,Etomidate increases the level of Cortisol in the blood
Etomidate,11-deoxycorticosterone,increased,1,0,Etomidate increases the level of 11-deoxycorticosterone in the blood
Etoposide,Creatinine,increased,1,0,Etoposide increases the level of Creatinine in the blood
Etoposide,BUN,increased,1,0,Etoposide increases the level of BUN in the blood
Etoposide,Etoposide catechol,increased,1,0,Etoposide increases the level of Etoposide catechol in the blood
Etravirine,Glucose,increased,1,0,Etravirine increases the level of Glucose in the blood
Everolimus,Glucose,increased,1,0,Everolimus increases the level of Glucose in the blood
Everolimus,Creatinine,increased,1,0,Everolimus increases the level of Creatinine in the blood
Everolimus,HDL cholesterol,increased,1,0,Everolimus increases the level of HDL cholesterol in the blood
Evolocumab,LDL cholesterol,decreased,0,1,Evolocumab decreases the level of LDL cholesterol in the blood
Exemestane,Estrogen,decreased,0,1,Exemestane decreases the level of Estrogen in the blood
Exenatide,Glucose,decreased,0,1,Exenatide decreases the level of Glucose in the blood
Exenatide,LDL cholesterol,decreased,0,1,Exenatide decreases the level of LDL cholesterol in the blood
Exenatide,Triglycerides,decreased,0,1,Exenatide decreases the level of Triglycerides in the blood
Exenatide,Glucagon-like peptide-1,decreased,0,1,Exenatide decreases the level of Glucagon-like peptide-1 in the blood
Ezetimibe,Lathosterol,increased,1,0,Ezetimibe increases the level of Lathosterol in the blood
Ezetimibe,Cholestanol,decreased,0,1,Ezetimibe decreases the level of Cholestanol in the blood
Ezetimibe,Total cholesterol,decreased,0,1,Ezetimibe decreases the level of Total cholesterol in the blood
Ezetimibe,HDL cholesterol,increased,1,0,Ezetimibe increases the level of HDL cholesterol in the blood
Ezetimibe,Total cholesterol,increased,1,0,Ezetimibe increases the level of Total cholesterol in the blood
Ezetimibe,LDL cholesterol,decreased,0,1,Ezetimibe decreases the level of LDL cholesterol in the blood
Ezetimibe,Sitosterol,decreased,0,1,Ezetimibe decreases the level of Sitosterol in the blood
Ezetimibe,Campesterol,decreased,0,1,Ezetimibe decreases the level of Campesterol in the blood
Ezetimibe,Asymmetric dimethylarginine,decreased,0,1,Ezetimibe decreases the level of Asymmetric dimethylarginine in the blood
Ezetimibe,Triglycerides,decreased,0,1,Ezetimibe decreases the level of Triglycerides in the blood
Ezetimibe,Triglycerides,increased,1,0,Ezetimibe increases the level of Triglycerides in the blood
Famotidine,Bilirubin,increased,1,0,Famotidine increases the level of Bilirubin in the blood
Famotidine,Phosphate,increased,1,0,Famotidine increases the level of Phosphate in the blood
Febuxostat,Creatinine,decreased,0,1,Febuxostat decreases the level of Creatinine in the blood
Febuxostat,Uric acid,decreased,0,1,Febuxostat decreases the level of Uric acid in the blood
Felodipine,Glucose,decreased,0,1,Felodipine decreases the level of Glucose in the blood
Felodipine,Creatinine,increased,1,0,Felodipine increases the level of Creatinine in the blood
Fenbufen,"Gamma-hydroxy(1,1'-biphenyl)-4-butanoic acid",increased,1,0,"Fenbufen increases the level of Gamma-hydroxy(1,1'-biphenyl)-4-butanoic acid in the blood"
Fenbufen,"(1,1'-biphenyl)-4-acetic acid",increased,1,0,"Fenbufen increases the level of (1,1'-biphenyl)-4-acetic acid in the blood"
Fenfluramine,Platelet serotonin,decreased,0,1,Fenfluramine decreases the level of Platelet serotonin in the blood
Fenfluramine,Cortisol,increased,1,0,Fenfluramine increases the level of Cortisol in the blood
Fenofibrate,VLDL triglycerides,decreased,0,1,Fenofibrate decreases the level of VLDL triglycerides in the blood
Fenofibrate,Total bilirubin,increased,1,0,Fenofibrate increases the level of Total bilirubin in the blood
Fenofibrate,Glucose,increased,1,0,Fenofibrate increases the level of Glucose in the blood
Fenofibrate,Creatinine,increased,1,0,Fenofibrate increases the level of Creatinine in the blood
Fenofibrate,Lactate,increased,1,0,Fenofibrate increases the level of Lactate in the blood
Fenofibrate,Cholesterol,decreased,0,1,Fenofibrate decreases the level of Cholesterol in the blood
Fenofibrate,Cysteine,increased,1,0,Fenofibrate increases the level of Cysteine in the blood
Fenofibrate,Malondialdehyde,decreased,0,1,Fenofibrate decreases the level of Malondialdehyde in the blood
Fenofibrate,Direct bilirubin,increased,1,0,Fenofibrate increases the level of Direct bilirubin in the blood
Fenofibrate,HDL cholesterol,increased,1,0,Fenofibrate increases the level of HDL cholesterol in the blood
Fenofibrate,Vitamin B12,increased,1,0,Fenofibrate increases the level of Vitamin B12 in the blood
Fenofibrate,LDL cholesterol,decreased,0,1,Fenofibrate decreases the level of LDL cholesterol in the blood
Fenofibrate,Homocysteine,increased,1,0,Fenofibrate increases the level of Homocysteine in the blood
Fenofibrate,LDL triglycerides,increased,1,0,Fenofibrate increases the level of LDL triglycerides in the blood
Fenofibrate,LDL cholesterol,increased,1,0,Fenofibrate increases the level of LDL cholesterol in the blood
Fenofibrate,Triglycerides,decreased,0,1,Fenofibrate decreases the level of Triglycerides in the blood
Fenofibrate,Total cholesterol,decreased,0,1,Fenofibrate decreases the level of Total cholesterol in the blood
Fenofibrate,Uric acid,decreased,0,1,Fenofibrate decreases the level of Uric acid in the blood
Fenofibrate,VLDL cholesterol,decreased,0,1,Fenofibrate decreases the level of VLDL cholesterol in the blood
Fenoldopam,Creatinine,decreased,0,1,Fenoldopam decreases the level of Creatinine in the blood
Fenoldopam,Lactate,decreased,0,1,Fenoldopam decreases the level of Lactate in the blood
Fenoterol,Prostaglandins F2a,decreased,0,1,Fenoterol decreases the level of Prostaglandins F2a in the blood
Fenoterol,Prostaglandins E2,decreased,0,1,Fenoterol decreases the level of Prostaglandins E2 in the blood
Fenoterol,Glucose,increased,1,0,Fenoterol increases the level of Glucose in the blood
Fentanyl,Sodium,decreased,0,1,Fentanyl decreases the level of Sodium in the blood
Fentanyl,Lactate,decreased,0,1,Fentanyl decreases the level of Lactate in the blood
Fidaxomicin,Creatinine,increased,1,0,Fidaxomicin increases the level of Creatinine in the blood
Finasteride,"5alpha-androstane-3alpha,17Î²-diol glucuronide",decreased,0,1,"Finasteride decreases the level of 5alpha-androstane-3alpha,17Î²-diol glucuronide in the blood"
Finasteride,Androstenedione,increased,1,0,Finasteride increases the level of Androstenedione in the blood
Finasteride,Dihydrotestosterone,decreased,0,1,Finasteride decreases the level of Dihydrotestosterone in the blood
Finasteride,Dehydroepiandrosterone sulfate,decreased,0,1,Finasteride decreases the level of Dehydroepiandrosterone sulfate in the blood
Finasteride,Free testosterone,decreased,0,1,Finasteride decreases the level of Free testosterone in the blood
Finasteride,Total testosterone,decreased,0,1,Finasteride decreases the level of Total testosterone in the blood
Finasteride,Dihydrotestosterone,increased,1,0,Finasteride increases the level of Dihydrotestosterone in the blood
Finasteride,3 alpha-androstanediol glucuronide,increased,1,0,Finasteride increases the level of 3 alpha-androstanediol glucuronide in the blood
Finasteride,Testosterone,increased,1,0,Finasteride increases the level of Testosterone in the blood
Finasteride,Total cholesterol,increased,1,0,Finasteride increases the level of Total cholesterol in the blood
Finasteride,3alpha-androstanediol glucuronide,decreased,0,1,Finasteride decreases the level of 3alpha-androstanediol glucuronide in the blood
Finasteride,LDL cholesterol,increased,1,0,Finasteride increases the level of LDL cholesterol in the blood
Finasteride,DiHydro Testosterone,decreased,0,1,Finasteride decreases the level of DiHydro Testosterone in the blood
Finasteride,Androsterone glucuronide,decreased,0,1,Finasteride decreases the level of Androsterone glucuronide in the blood
Finasteride,Dihydrotestosterone sulfate,decreased,0,1,Finasteride decreases the level of Dihydrotestosterone sulfate in the blood
Finasteride,HDL cholesterol,increased,1,0,Finasteride increases the level of HDL cholesterol in the blood
Finasteride,Estradiol,increased,1,0,Finasteride increases the level of Estradiol in the blood
Finasteride,Androstanediol glucoronide,decreased,0,1,Finasteride decreases the level of Androstanediol glucoronide in the blood
Fluconazole,Creatinine,increased,1,0,Fluconazole increases the level of Creatinine in the blood
Fluconazole,Testosterone,increased,1,0,Fluconazole increases the level of Testosterone in the blood
Fluconazole,Bilirubin,increased,1,0,Fluconazole increases the level of Bilirubin in the blood
Fludrocortisone,potassium,decreased,0,1,Fludrocortisone decreases the level of potassium in the blood
Flunarizine,Glutamate,decreased,0,1,Flunarizine decreases the level of Glutamate in the blood
Flunitrazepam,7-aminodesmethylFlunitrazepam,increased,1,0,Flunitrazepam increases the level of 7-aminodesmethylFlunitrazepam in the blood
Flunitrazepam,7-acetamidoFlunitrazepam,increased,1,0,Flunitrazepam increases the level of 7-acetamidoFlunitrazepam in the blood
Flunitrazepam,7-aminoFlunitrazepam,increased,1,0,Flunitrazepam increases the level of 7-aminoFlunitrazepam in the blood
Flunitrazepam,7-acetamidodesmethylFlunitrazepam,increased,1,0,Flunitrazepam increases the level of 7-acetamidodesmethylFlunitrazepam in the blood
Fluorescein,Creatinine,increased,1,0,Fluorescein increases the level of Creatinine in the blood
Fluorouracil,Ammonia,increased,1,0,Fluorouracil increases the level of Ammonia in the blood
Fluorouracil,Bilirubin,increased,1,0,Fluorouracil increases the level of Bilirubin in the blood
Fluoxetine,Serotonin,increased,1,0,Fluoxetine increases the level of Serotonin in the blood
Fluoxetine,GABA,increased,1,0,Fluoxetine increases the level of GABA in the blood
Fluoxetine,Glutamate,decreased,0,1,Fluoxetine decreases the level of Glutamate in the blood
Fluoxetine,Glutamine,decreased,0,1,Fluoxetine decreases the level of Glutamine in the blood
Fluoxetine,Phenylacetic acid (total),increased,1,0,Fluoxetine increases the level of Phenylacetic acid (total) in the blood
Fluoxetine,Phenylacetic acid (unconjugated),increased,1,0,Fluoxetine increases the level of Phenylacetic acid (unconjugated) in the blood
Fluoxetine,Phenylacetic acid (conjugated),increased,1,0,Fluoxetine increases the level of Phenylacetic acid (conjugated) in the blood
Fluoxymesterone,Progesterone,decreased,0,1,Fluoxymesterone decreases the level of Progesterone in the blood
Fluoxymesterone,17 alpha-hydroxyprogesterone,decreased,0,1,Fluoxymesterone decreases the level of 17 alpha-hydroxyprogesterone in the blood
Fluphenazine,Homovanillic acid,decreased,0,1,Fluphenazine decreases the level of Homovanillic acid in the blood
Flutamide,Testosterone,decreased,0,1,Flutamide decreases the level of Testosterone in the blood
Flutamide,Androstenedione,decreased,0,1,Flutamide decreases the level of Androstenedione in the blood
Flutamide,Testosterone,increased,1,0,Flutamide increases the level of Testosterone in the blood
Flutamide,Dehydroepiandrosterone,decreased,0,1,Flutamide decreases the level of Dehydroepiandrosterone in the blood
Flutamide,5alpha-dihydrotestosterone,decreased,0,1,Flutamide decreases the level of 5alpha-dihydrotestosterone in the blood
Flutamide,Free testosterone,decreased,0,1,Flutamide decreases the level of Free testosterone in the blood
Flutamide,Total testosterone,decreased,0,1,Flutamide decreases the level of Total testosterone in the blood
Flutamide,Dehydroepiandrosterone sulfate,decreased,0,1,Flutamide decreases the level of Dehydroepiandrosterone sulfate in the blood
Flutamide,Dehydroepiandrosterone sulphate,decreased,0,1,Flutamide decreases the level of Dehydroepiandrosterone sulphate in the blood
Flutamide,Dehydroepiandrosterone glucuronide,decreased,0,1,Flutamide decreases the level of Dehydroepiandrosterone glucuronide in the blood
Fluticasone furoate,Cortisol,decreased,0,1,Fluticasone furoate decreases the level of Cortisol in the blood
Fluticasone propionate,Cortisol,increased,1,0,Fluticasone propionate increases the level of Cortisol in the blood
Fluticasone propionate,Cortisol,decreased,0,1,Fluticasone propionate decreases the level of Cortisol in the blood
Fluvastatin,Isobutyrylcarnitine C3-M,increased,1,0,Fluvastatin increases the level of Isobutyrylcarnitine C3-M in the blood
Fluvastatin,Triglycerides,decreased,0,1,Fluvastatin decreases the level of Triglycerides in the blood
Fluvastatin,LDL cholesterol,decreased,0,1,Fluvastatin decreases the level of LDL cholesterol in the blood
Fluvastatin,Palmitic acid [FA(16:0)],decreased,0,1,Fluvastatin decreases the level of Palmitic acid [FA(16:0)] in the blood
Fluvastatin,1-Arachidonoylglycerophosphoethanolamine LPE(20:4),increased,1,0,Fluvastatin increases the level of 1-Arachidonoylglycerophosphoethanolamine LPE(20:4) in the blood
Fluvastatin,Total cholesterol,decreased,0,1,Fluvastatin decreases the level of Total cholesterol in the blood
Fluvastatin,1-Docosahexaenoylglycerophosphocholine LPC (22:6),increased,1,0,Fluvastatin increases the level of 1-Docosahexaenoylglycerophosphocholine LPC (22:6) in the blood
Fluvastatin,1-Palmitoylglycerophosphoinositol LPI (16:0),decreased,0,1,Fluvastatin decreases the level of 1-Palmitoylglycerophosphoinositol LPI (16:0) in the blood
Fluvastatin,Alpha-tocopherol,increased,1,0,Fluvastatin increases the level of Alpha-tocopherol in the blood
Fluvastatin,Uridine,increased,1,0,Fluvastatin increases the level of Uridine in the blood
Fluvastatin,HDL cholesterol,increased,1,0,Fluvastatin increases the level of HDL cholesterol in the blood
Fluvastatin,Lathosterol,decreased,0,1,Fluvastatin decreases the level of Lathosterol in the blood
Fluvastatin,Glycochenodeoxycholate,decreased,0,1,Fluvastatin decreases the level of Glycochenodeoxycholate in the blood
Fluvastatin,7-Alpha-hydroxy-3-oxo-4-cholestenoate,decreased,0,1,Fluvastatin decreases the level of 7-Alpha-hydroxy-3-oxo-4-cholestenoate in the blood
Fluvastatin,1-Arachidonoylglycerophosphocholine LPC(20:4),increased,1,0,Fluvastatin increases the level of 1-Arachidonoylglycerophosphocholine LPC(20:4) in the blood
Fluvastatin,Cholesterol,decreased,0,1,Fluvastatin decreases the level of Cholesterol in the blood
